loudness;energy;acousticness
-6,439;0,554;0,0854
-3,466;0,963;0,00172
-13,502;0,736;0,375
-7,725;0,806;0,0118
-3,823;0,962;0,00128
-5,07;0,978;0,000714
-7,714;0,718;0,0082
-5,48;0,539;0,505
-7,156;0,56;0,867
-7,171;0,675;0,0401
-7,31;0,669;0,0148
-3,892;0,848;0,00383
-4,95;0,669;0,0802
-5,464;0,734;0,522
-7,1;0,98;3,19e-6
-3,915;0,971;0,00324
-9,279;0,247;0,433
-11,369;0,483;0,213
-10,293;0,486;0,708
-7,856;0,786;0,368
-11,514;0,631;7,85e-5
-6,778;0,781;0,0681
-4,896;0,575;0,736
-7,941;0,376;0,208
-7,165;0,577;0,268
-10,482;0,575;0,232
-7,44;0,594;0,228
-4,168;0,904;0,00341
-6,639;0,971;4,45e-6
-7,599;0,917;1,65e-5
-7,343;0,659;0,526
-6,058;0,854;0,0436
-6,416;0,777;0,0999
-5,648;0,734;0,188
-6,353;0,897;0,00656
-7,744;0,711;0,0122
-15,327;0,307;0,783
-11,17;0,556;0,095
-4,728;0,808;0,000809
-5,411;0,957;8,33e-6
-7,248;0,458;0,0968
-8,111;0,609;0,291
-6,931;0,724;0,669
-3,896;0,882;0,00296
-7,297;0,532;0,0392
-6,908;0,678;0,0814
-3,689;0,965;0,000209
-5,861;0,727;0,0564
-15,199;0,393;0,557
-8,031;0,545;0,686
-3,148;0,935;0,00431
-15,166;0,322;0,725
-8,318;0,51;0,16
-6,869;0,596;0,0397
-4,877;0,942;1,05e-5
-4,264;0,983;9,49e-6
-4,877;0,665;0,213
-10,883;0,688;9,48e-5
-2,792;0,968;6,92e-6
-9,455;0,522;0,351
-11,859;0,32;0,624
-7,236;0,703;0,0211
-5,494;0,883;0,426
-5,245;0,819;0,00596
-5,994;0,878;0,0485
-4,87;0,909;5,79e-5
-4,451;0,874;5,41e-5
-10,653;0,365;0,168
-7,037;0,716;0,0334
-7,239;0,829;0,00737
-5,619;0,798;0,635
-3,326;0,984;2,8e-5
-6,283;0,922;0,00369
-2,218;0,95;0,000943
-3,214;0,961;0,000207
-2,98;0,587;0,0474
-6,143;0,937;0,0481
-2,788;0,767;0,0021
-11,954;0,157;0,838
-4,788;0,754;0,0248
-4,528;0,843;0,000591
-8,367;0,724;0,313
-3,34;0,861;0,037
-7,048;0,61;0,0518
-3,141;0,997;7,87e-5
-12,584;0,568;0,652
-8,615;0,882;0,0041
-9,398;0,453;0,355
-6,037;0,863;0,0269
-6,675;0,78;0,0671
-13,409;0,248;0,642
-11,655;0,328;0,537
-8,774;0,675;0,00122
-7,431;0,526;0,0491
-11,221;0,513;0,00447
-6,75;0,771;0,00302
-3,04;0,922;0,0091
-4,377;0,82;0,0146
-2,62;0,969;0,43
-7,478;0,487;0,0641
-15,955;0,241;0,554
-13,22;0,723;0,00498
-4,13;0,854;0,000999
-5,21;0,685;0,155
-11,666;0,316;0,95
-11,754;0,851;0,0174
-9,607;0,756;0,00175
-8,304;0,684;0,00601
-15,286;0,244;0,431
-4,404;0,888;0,00116
-6,434;0,884;0,573
-7,271;0,624;0,888
-10,433;0,376;0,874
-10,773;0,588;0,00214
-13,563;0,418;0,984
-4,613;0,989;0,0102
-7,135;0,841;0,147
-5,106;0,88;0,0508
-5,371;0,875;0,00737
-9,519;0,899;0,0196
-6,12;0,74;0,363
-6,215;0,748;0,614
-9,452;0,424;0,408
-11,197;0,471;0,314
-2,339;0,92;1,65e-5
-9,51;0,496;0,0551
-12,91;0,564;0,242
-6,373;0,673;0,305
-6,041;0,903;0,0525
-3,62;0,988;5,56e-6
-4,391;0,88;0,00061
-10,82;0,545;0,365
-4,406;0,902;3,22e-5
-1,49;0,982;0,000142
-5,576;0,877;0,0193
-4,326;0,879;0,000141
-10,163;0,423;0,583
-11,913;0,376;0,0302
-8,369;0,843;0,000127
-3,694;0,901;0,000303
-3,3;0,927;0,000297
-15,931;0,645;0,00278
-13,472;0,658;0,741
-3,922;0,895;0,00222
-6,161;0,905;9,44e-6
-8,605;0,825;0,0428
-5,936;0,755;0,114
-2,152;0,973;0,000145
-5,284;0,962;0,00229
-4,781;0,79;0,0655
-4,679;0,678;0,0037
-7,309;0,543;0,234
-3,357;0,881;0,015
-4,223;0,844;0,00135
-8,034;0,756;0,00164
-4,866;0,83;0,0717
-5,835;0,984;0,000172
-6,361;0,985;0,000441
-10,3;0,752;0,0108
-2,852;0,988;0,000309
-3,801;0,978;0,00138
-13,685;0,212;0,346
-8,824;0,797;0,00328
-3,347;0,931;0,000705
-9,949;0,302;0,389
-5,788;0,783;0,0112
-9,327;0,325;0,164
-7,454;0,463;0,217
-5,15;0,633;0,00506
-7,318;0,675;0,448
-7,08;0,909;0,135
-6,174;0,919;0,00694
-8,745;0,578;0,0114
-7,575;0,516;0,521
-13,271;0,506;0,144
-13,568;0,438;0,00696
-10,225;0,5;0,315
-11,833;0,48;0,558
-11,44;0,321;0,453
-6,637;0,901;0,00158
-3,521;0,903;0,00229
-4,173;0,835;0,000969
-5,678;0,7;0,011
-9,622;0,418;0,505
-4,56;0,939;0,000126
-7,552;0,855;0,000602
-11,392;0,299;0,837
-6,938;0,75;0,324
-5,872;0,724;0,322
-12,851;0,533;0,00597
-12,119;0,319;0,79
-9,481;0,346;0,298
-6,466;0,986;3,55e-5
-4,636;0,923;2,91e-5
-10,075;0,571;0,536
-10,105;0,719;0,246
-9,86;0,959;0,00443
-8,003;0,512;0,28
-7,334;0,505;0,0519
-9,294;0,387;0,222
-6,301;0,936;2,92e-5
-11,377;0,463;0,256
-2,349;0,997;0,00194
-9,414;0,756;0,735
-9,911;0,768;0,101
-6,734;0,521;0,148
-4,758;0,815;0,00172
-5,896;0,824;0,117
-5,938;0,8;0,0491
-2,027;0,938;0,00863
-9,806;0,627;0,197
-8,74;0,417;0,164
-9,693;0,647;0,00823
-7,028;0,451;0,792
-15,969;0,319;0,788
-7,239;0,642;0,0734
-4,506;0,725;0,0121
-7,178;0,496;0,541
-8,924;0,679;0,00531
-9,608;0,474;0,192
-6,691;0,63;0,0721
-3,589;0,97;1,7e-5
-10,824;0,818;0,0114
-6,58;0,551;0,619
-6,685;0,924;0,00369
-12,597;0,24;0,842
-3,754;0,992;0,000103
-9,335;0,539;0,834
-4,167;0,958;6,06e-5
-9,939;0,675;0,415
-5,593;0,695;0,118
-2,49;0,938;0,00455
-11,007;0,436;0,267
-5,582;0,779;0,000758
-3,755;0,963;0,00052
-4,88;0,866;0,0803
-5,003;0,665;0,000792
-7,58;0,602;0,00146
-10,792;0,32;0,739
-4,578;0,994;5,78e-6
-11,832;0,243;0,872
-5,327;0,964;1,26e-5
-4,497;0,927;0,0109
-3,274;0,866;3,03e-5
-6,08;0,738;0,0478
-11,527;0,375;0,682
-7,418;0,926;0,000451
-8,837;0,81;0,000571
-13,912;0,67;0,122
-7,381;0,704;0,0154
-10,725;0,806;0,0237
-5,346;0,913;6,46e-5
-6,855;0,591;0,122
-5,419;0,503;0,793
-9,934;0,471;0,0967
-9,241;0,584;0,801
-11,669;0,304;0,732
-6,097;0,96;0,000115
-9,199;0,57;0,204
-3,978;0,937;6,12e-5
-6,342;0,654;0,000559
-8,017;0,401;0,388
-10,322;0,67;0,00165
-10,069;0,645;0,498
-2,785;0,85;0,207
-13,918;0,508;0,00852
-11,588;0,225;0,823
-4,995;0,509;0,489
-10,052;0,539;0,47
-11,213;0,485;0,158
-8,104;0,634;0,0294
-3,58;0,79;0,00257
-12,217;0,586;0,000358
-5,32;0,776;9,27e-6
-10,229;0,348;0,255
-6,282;0,911;0,482
-5,143;0,97;0,214
-4,896;0,838;0,000141
-1,662;0,91;1,03e-5
-3,838;0,912;0,0258
-3,422;0,945;4,27e-5
-9,253;0,606;0,00326
-4,528;0,834;0,0544
-9,171;0,687;0,125
-5,963;0,821;0,0683
-3,281;0,916;1,39e-5
-12,593;0,384;0,183
-8,656;0,524;0,785
-4,221;0,901;0,0178
-5,532;0,819;0,0351
-6,736;0,509;0,322
-4,881;0,921;0,000141
-11,154;0,213;0,773
-10,593;0,484;0,883
-6,264;0,958;0,0014
-4,838;0,902;0,0325
-5,03;0,806;0,0313
-10,798;0,343;0,0743
-5,731;0,815;0,000139
-11,936;0,211;0,896
-4,909;0,932;0,0733
-4,391;0,957;2,18e-6
-9,75;0,454;0,321
-8,216;0,44;0,866
-8,607;0,942;0,189
-10,08;0,427;0,0444
-7,354;0,778;0,0975
-8,475;0,408;0,747
-5,05;0,599;0,000171
-2,103;0,973;0,000104
-8,201;0,808;0,805
-10,924;0,574;0,11
-14,59;0,464;0,286
-4,66;0,945;0,000333
-6,95;0,772;0,000609
-5,715;0,537;0,0113
-7,755;0,865;0,00259
-7,07;0,875;0,00161
-14,876;0,543;0,857
-7,417;0,86;3,95e-5
-8,857;0,616;0,0923
-4,59;0,627;0,591
-14,835;0,163;0,992
-8,984;0,617;0,0386
-6,2;0,953;0,000135
-6,737;0,788;0,014
-6,644;0,985;0,000144
-11,633;0,487;0,445
-11,052;0,413;0,671
-0,489;0,98;0,807
-6,067;0,864;0,000188
-8,512;0,714;0,0012
-7,206;0,621;0,00499
-4,975;0,78;0,00753
-11,315;0,559;0,335
-3,154;0,902;0,00575
-3,369;0,949;0,00501
-5,655;0,967;0,0278
-5,426;0,899;0,000942
-4,398;0,737;0,323
-3,912;0,95;6,78e-6
-7,656;0,986;0,0613
-3,479;0,806;0,0303
-7,659;0,648;0,0643
-6,702;0,585;0,56
-5,284;0,962;0,00229
-11,718;0,363;0,537
-12,223;0,159;0,879
-5,805;0,914;0,000668
-6,632;0,916;2,75e-5
-7,544;0,632;0,453
-6,134;0,587;0,112
-8,231;0,564;0,0105
-8,323;0,819;0,00381
-7,492;0,775;0,0294
-4,722;0,877;0,00153
-7,109;0,71;0,0286
-14,984;0,151;0,986
-4,155;0,834;0,455
-11,337;0,281;0,97
-9,693;0,647;0,00823
-4,901;0,731;0,083
-4,373;0,908;0,00893
-5,101;0,891;0,00229
-9,556;0,63;0,00131
-8,833;0,898;0,0285
-7,332;0,938;0,032
-6,237;0,747;0,13
-3,762;0,963;0,000244
-7,036;0,674;0,0782
-9,267;0,777;9,64e-5
-8,823;0,255;0,443
-5,015;0,742;0,569
-12,488;0,267;0,744
-7,985;0,586;0,334
-8,536;0,875;0,000722
-5,297;0,904;0,000385
-9,792;0,851;0,000613
-7,49;0,876;0,000477
-14,317;0,389;0,286
-7,715;0,538;0,0172
-4,799;0,863;0,216
-10,062;0,598;0,118
-10,153;0,354;0,377
-9,242;0,766;0,239
-9,781;0,693;0,000897
-9,206;0,59;0,0994
-10,313;0,458;0,299
-4,77;0,74;0,0622
-8,276;0,728;0,0553
-13,377;0,211;0,912
-5,501;0,811;0,00458
-10,025;0,61;0,413
-5,022;0,965;0,000169
-9,403;0,394;0,163
-8,347;0,735;0,00401
-12,772;0,764;0,0016
-11,994;0,423;0,000788
-4,326;0,964;0,000114
-8,108;0,951;0,000346
-11,599;0,415;0,929
-5,059;0,986;4,1e-6
-9,507;0,561;0,0026
-4,537;0,988;7,76e-5
-11,708;0,266;0,897
-7,286;0,656;0,263
-9,31;0,416;0,622
-3,593;0,944;0,0921
-5,078;0,96;9,37e-5
-3,752;0,872;0,00912
-12,987;0,349;0,8
-11,115;0,821;0,0133
-10,157;0,636;0,823
-11,106;0,318;0,857
-9,941;0,345;0,37
-7,587;0,612;0,136
-6,303;0,828;0,00749
-10,058;0,445;0,693
-10,131;0,725;0,00681
-6,433;0,296;0,872
-3,887;0,924;0,00205
-6,874;0,661;0,177
-7,294;0,975;8,83e-5
-6,737;0,916;0,000282
-7,956;0,713;0,0443
-5,305;0,726;0,0167
-6,297;0,904;0,00629
-6,699;0,77;0,00203
-5,761;0,556;0,175
-6,214;0,949;0,000181
-7,602;0,446;0,813
-4,798;0,76;0,00245
-11,883;0,679;0,202
-4,118;0,792;0,00044
-13,345;0,216;0,895
-8,813;0,734;0,0871
-5,034;0,878;0,00112
-8,501;0,887;0,617
-6,042;0,952;0,000373
-6,531;0,589;0,43
-5,815;0,875;0,00976
-5,94;0,535;0,439
-7,867;0,581;0,896
-5,938;0,568;0,199
-5,393;0,755;0,331
-7,573;0,93;0,0014
-12,96;0,724;0,0201
-10,337;0,595;0,182
-12,494;0,431;0,414
-4,465;0,6;0,304
-7,523;0,871;0,07
-9,724;0,797;0,0053
-5,642;0,724;0,0018
-6,777;0,742;0,0722
-4,948;0,964;0,0137
-8,948;0,811;0,00159
-3,766;0,911;0,00875
-7,952;0,543;0,0304
-6,197;0,766;5,79e-5
-5,205;0,883;0,000136
-4,162;0,989;0,000156
-6,557;0,873;0,011
-4,515;0,857;0,00185
-4,129;0,874;0,0595
-5,994;0,893;0,00054
-6,434;0,712;0,228
-6,161;0,944;0,00266
-4,632;0,787;0,00278
-4,601;0,908;0,0318
-10,678;0,453;0,476
-3,759;0,758;0,000618
-8,112;0,717;0,143
-5,09;0,763;0,00224
-3,936;0,936;0,00524
-7,877;0,81;0,311
-5,256;0,751;0,0125
-11,596;0,186;0,951
-4,719;0,881;2,27e-5
-4,855;0,7;0,182
-6,286;0,708;0,0891
-5,902;0,994;0,026
-12,228;0,264;0,1
-9,76;0,758;0,00915
-6,857;0,548;0,327
-9,119;0,5;0,677
-12,085;0,243;0,93
-10,028;0,405;0,305
-9,166;0,573;0,00026
-1,856;0,886;0,0481
-4,268;0,832;0,24
-5,201;0,885;0,00274
-4,421;0,968;1,2e-5
-11,179;0,35;0,318
-7,378;0,319;0,807
-5,158;0,939;0,000642
-13,532;0,27;0,959
-8,098;0,886;0,311
-8,194;0,773;0,0516
-5,041;0,606;0,321
-14,528;0,436;0,781
-6,262;0,949;1,43e-5
-10,826;0,37;0,424
-6,461;0,596;0,0125
-5,449;0,677;0,0109
-5,57;0,992;3,37e-6
-11,498;0,275;0,944
-3,488;0,951;0,000844
-6,954;0,741;0,00381
-5,863;0,654;0,105
-7,329;0,496;0,726
-11,903;0,666;0,0966
-7,747;0,341;0,681
-7,654;0,533;0,538
-4,948;0,747;0,294
-7,361;0,82;0,000288
-7,627;0,797;0,00543
-3,663;0,992;0,123
-7,596;0,532;0,186
-2,064;0,772;0,000348
-5,048;0,856;0,0145
-5,854;0,876;0,16
-8,182;0,673;0,000183
-8,542;0,525;0,00388
-13,442;0,658;0,19
-7,24;0,63;0,0209
-9,246;0,532;0,0112
-6,555;0,803;0,00212
-4,354;0,939;0,000761
-2,801;0,971;3,49e-5
-5,602;0,872;0,0207
-3,752;0,872;0,00912
-3,597;0,882;0,00112
-6,659;0,644;0,00051
-3,584;0,83;0,00419
-3,368;0,96;0,00182
-4,709;0,875;0,00194
-6,199;0,563;0,214
-4,262;0,876;0,000996
-9,087;0,371;0,571
-11,35;0,32;0,895
-5,958;0,644;0,468
-4,671;0,894;0,00158
-5,531;0,838;0,00148
-4,718;0,815;0,123
-5,054;0,914;1,73e-5
-14,255;0,366;0,0585
-10,064;0,449;0,782
-6,958;0,632;0,0245
-2,719;0,911;0,112
-9,832;0,748;0,0303
-4,866;0,83;0,0717
-8,948;0,404;0,34
-5,488;0,756;0,163
-7,819;0,852;0,0837
-6,614;0,972;0,0103
-13,577;0,329;0,8
-12,478;0,199;0,982
-4,006;0,956;0,00037
-8,708;0,871;0,0229
-6,476;0,711;0,013
-3,699;0,857;0,000581
-2,968;0,912;0,000104
-12,225;0,284;0,89
-8,532;0,458;0,585
-5,043;0,844;0,00481
-8,426;0,38;0,778
-9,935;0,43;0,0097
-2,666;0,922;0,00475
-8,87;0,631;0,202
-12,539;0,621;0,067
-5,497;0,802;0,000243
-3,79;0,995;0,00209
-6,626;0,601;0,252
-5,772;0,948;0,000108
-5,14;0,933;6,86e-5
-4,883;0,688;0,171
-6,664;0,798;0,00913
-9,538;0,351;0,823
-12,602;0,421;0,644
-15,799;0,251;0,935
-4,011;0,754;0,000675
-3,226;0,984;0,00411
-6,503;0,445;0,0402
-10,189;0,424;0,143
-9,104;0,433;0,486
-10,068;0,932;0,013
-7,132;0,664;0,284
-5,377;0,828;0,00146
-9,667;0,51;0,465
-2,405;0,909;0,0243
-6,963;0,516;0,000369
-9,88;0,361;0,283
-12,87;0,332;0,796
-11,75;0,283;0,656
-4,881;0,906;0,214
-5,865;0,724;0,0159
-5,009;0,711;0,266
-4,541;0,933;9,72e-5
-10,464;0,584;0,00166
-4,426;0,92;2,65e-5
-11,494;0,442;0,106
-9,887;0,711;0,166
-7,563;0,795;0,0348
-7,096;0,736;0,0835
-4,772;0,861;0,00434
-10,983;0,412;0,927
-5,684;0,919;0,00194
-10,965;0,693;0,609
-7,847;0,805;0,000478
-6,161;0,905;9,44e-6
-4,993;0,85;0,00312
-9,097;0,776;0,000203
-7,47;0,433;0,647
-8,763;0,525;0,544
-7,959;0,898;6,07e-5
-5,766;0,558;0,00763
-4,552;0,896;0,00772
-4,644;0,931;0,00215
-6,493;0,78;0,049
-9,859;0,274;0,892
-4,866;0,846;0,0269
-7,458;0,62;0,00386
-7,467;0,836;0,353
-7,033;0,835;0,0731
-10,524;0,467;0,288
-6,693;0,937;0,00368
-4,233;0,961;3,57e-5
-10,222;0,71;0,00851
-2,432;0,923;1,95e-5
-7,429;0,797;0,0964
-6,468;0,543;0,331
-3,684;0,987;1,33e-6
-4,95;0,465;0,643
-6,104;0,867;0,00961
-8,433;0,463;0,208
-10,795;0,448;0,0786
-6,992;0,702;0,25
-9,335;0,539;0,834
-6,977;0,676;0,272
-10,555;0,504;0,272
-8,555;0,937;8,18e-5
-4,174;0,886;2,58e-5
-10,154;0,638;0,577
-5,365;0,701;0,00225
-5,873;0,586;0,0133
-4,122;0,955;0,0221
-6,707;0,902;0,00327
-7,24;0,63;0,0209
-1,574;0,942;0,00302
-9,096;0,843;0,00125
-8,889;0,336;0,769
-8,998;0,85;5,97e-6
-5,685;0,916;5,3e-5
-15,509;0,256;0,895
-5,026;0,933;0,0107
-6,936;0,415;0,424
-8,118;0,749;0,00796
-7,081;0,444;0,00904
-5,338;0,761;0,0399
-7,261;0,595;0,81
-5,753;0,963;6,96e-6
-7,258;0,769;0,00032
-8,124;0,818;0,135
-9,238;0,636;0,453
-8,079;0,698;0,0294
-8,395;0,28;0,672
-3,725;0,956;0,000293
-11,205;0,464;0,789
-5,61;0,653;0,00871
-14,336;0,351;0,158
-6,341;0,6;0,075
-5,497;0,954;0,000172
-7,829;0,864;0,0607
-10,836;0,546;0,952
-8,017;0,617;0,111
-3,278;0,978;0,000163
-12,209;0,483;0,15
-4,564;0,963;0,000306
-6,422;0,977;1,44e-5
-8,731;0,878;0,000378
-7,544;0,706;0,0493
-9,495;0,707;0,384
-9,456;0,646;0,646
-8,28;0,901;0,0468
-4,618;0,665;0,0128
-6,947;0,481;0,227
-2,238;0,965;3,81e-5
-6,237;0,805;0,00255
-12,264;0,317;0,992
-5,826;0,598;1,32e-5
-6,046;0,824;0,0136
-7,544;0,383;0,283
-7,672;0,688;0,0936
-4,823;0,94;0,000402
-4,897;0,837;0,111
-9,042;0,573;0,543
-8,277;0,63;0,447
-4,717;0,908;3,71e-5
-10,068;0,932;0,013
-10,144;0,221;0,908
-8,017;0,627;0,05
-6,312;0,888;0,592
-4,817;0,963;2,97e-6
-9,366;0,554;0,0185
-10,695;0,609;0,0542
-4,1;0,799;0,00107
-3,255;0,975;0,000185
-5,255;0,911;0,000104
-7,14;0,749;0,0194
-6,767;0,875;3,71e-5
-4,199;0,849;0,0146
-4,73;0,925;0,00186
-3,092;0,983;6,59e-6
-7,987;0,515;0,135
-5,233;0,721;0,000117
-4,975;0,868;0,205
-8,393;0,658;0,0118
-5,231;0,729;0,0897
-4,292;0,964;7,31e-5
-6,489;0,763;0,151
-10,609;0,541;0,483
-4,986;0,542;0,0283
-11,864;0,163;0,766
-5,404;0,873;0,202
-4,276;0,925;0,00334
-10,917;0,672;0,215
-4,114;0,899;0,124
-4,23;0,938;0,000672
-6,451;0,737;0,00936
-12,812;0,671;0,469
-9,941;0,485;0,3
-8,932;0,341;0,0311
-6,525;0,791;0,00667
-4,586;0,742;0,0227
-12,755;0,434;0,86
-5,635;0,875;0,00733
-8,124;0,456;0,426
-6,566;0,581;0,553
-3,411;0,895;0,0255
-8,438;0,737;0,00939
-5,371;0,719;0,00285
-8,61;0,454;0,806
-6,874;0,628;0,545
-10,883;0,559;0,0205
-4,054;0,774;0,00189
-13,988;0,168;0,912
-5,529;0,935;0,000143
-1,957;0,882;0,125
-5,693;0,794;0,000986
-10,107;0,282;0,189
-5,997;0,911;5,05e-5
-8,619;0,698;0,00631
-6,896;0,537;0,448
-4,548;0,984;0,00121
-2,497;0,919;0,00315
-4,686;0,745;0,0012
-9,975;0,885;0,0383
-7,367;0,872;0,0307
-6,633;0,515;0,0063
-3,529;0,889;7,42e-6
-6,651;0,8;0,00147
-14,938;0,331;0,695
-10,329;0,552;0,048
-13,142;0,381;0,52
-5,655;0,618;0,0221
-7,072;0,74;0,0212
-7,278;0,876;0,00703
-6,894;0,499;0,0589
-11,528;0,679;0,00373
-4,724;0,841;0,0426
-9,617;0,526;0,416
-11,903;0,533;0,659
-5,787;0,62;0,0107
-14,281;0,5;0,134
-5,142;0,927;0,000126
-3,597;0,661;0,0106
-8,956;0,622;0,419
-9,321;0,649;0,0456
-5,446;0,94;0,0188
-6,742;0,553;0,562
-5,34;0,859;0,00269
-6,406;0,9;0,148
-6,033;0,972;2,23e-5
-15,625;0,214;0,649
-7,452;0,723;0,17
-5,518;0,887;0,0187
-8,358;0,689;0,0731
-4,373;0,868;0,0392
-13,572;0,725;0,186
-7,907;0,7;0,000801
-5,194;0,941;0,000346
-3,605;0,718;0,31
-4,557;0,956;0,00465
-5,686;0,686;0,0885
-3,875;0,754;0,195
-9,941;0,372;0,919
-9,641;0,661;0,00896
-7,54;0,472;0,0417
-7,755;0,865;0,00259
-4,528;0,747;0,78
-5,883;0,699;0,285
-10,118;0,57;0,0882
-3,897;0,885;0,00427
-7,376;0,77;0,0158
-6,437;0,805;0,000595
-11,494;0,556;0,207
-5,257;0,801;0,000688
-4,971;0,576;0,0787
-11,285;0,615;0,0298
-13,368;0,415;0,703
-4,402;0,932;0,00193
-2,879;0,954;0,000674
-13,105;0,53;0,417
-2,809;0,895;0,000324
-4,336;0,743;0,243
-4,562;0,81;0,000151
-7,823;0,708;0,445
-11,884;0,431;0,305
-7,01;0,96;0,00116
-8,011;0,439;0,294
-8,954;0,715;0,0243
-10,189;0,628;0,84
-3,578;0,732;0,000397
-1,585;0,98;0,0131
-5,511;0,934;0,000169
-8,181;0,243;0,925
-8,985;0,555;0,04
-10,167;0,777;0,304
-3,745;0,964;0,000697
-6,856;0,813;0,000361
-3,241;0,914;0,000558
-7,195;0,936;0,0112
-7,483;0,667;0,27
-7,521;0,905;0,000639
-12,412;0,71;0,262
-7,805;0,649;0,34
-5,581;0,845;0,00049
-4,063;0,979;0,000202
-6,121;0,691;0,00544
-4,174;0,886;2,58e-5
-6,097;0,853;5,72e-6
-10,439;0,51;0,93
-10,254;0,537;0,218
-12,9;0,571;0,48
-6,243;0,835;0,00424
-7,467;0,543;0,416
-7,257;0,584;0,0435
-6,992;0,587;0,128
-7,795;0,904;0,000107
-9,344;0,475;0,224
-1,711;0,987;3,58e-5
-5,93;0,715;0,576
-8,8;0,457;0,000765
-6,189;0,517;0,00854
-11,794;0,329;0,234
-8,403;0,623;0,848
-8,741;0,553;0,0166
-4,261;0,964;0,00316
-8,253;0,5;0,0325
-4,373;0,908;0,00893
-3,31;0,896;7,97e-5
-8,101;0,686;9,78e-5
-8,761;0,436;0,721
-8,208;0,661;0,106
-5,063;0,965;9,6e-6
-7,981;0,833;0,000327
-7,17;0,449;0,0245
-13,458;0,205;0,959
-4,845;0,961;0,0897
-13,341;0,257;0,93
-8,7;0,759;0,00755
-6,706;0,724;3,23e-6
-7,044;0,787;0,0941
-8,307;0,574;0,123
-6,763;0,823;0,0117
-6,842;0,923;0,000676
-8,101;0,686;9,78e-5
-8,276;0,728;0,0553
-15,376;0,243;0,618
-5,763;0,727;0,00481
-5,509;0,908;0,0327
-9,095;0,684;0,242
-4,1;0,676;0,448
-5,893;0,508;0,952
-6,599;0,424;0,964
-6,001;0,497;0,587
-6,938;0,576;0,207
-4,402;0,609;0,0916
-2,859;0,961;7,66e-6
-5,404;0,854;0,0012
-4,231;0,929;0,00177
-5,497;0,804;0,105
-6,77;0,872;0,462
-7,345;0,802;0,000645
-4,05;0,891;0,00512
-8,497;0,846;0,0812
-10,101;0,668;0,00298
-9,699;0,542;0,0427
-3,646;0,824;0,00658
-10,043;0,572;0,242
-6,688;0,591;0,289
-15,184;0,289;0,326
-6,783;0,789;0,263
-10,244;0,53;0,746
-12,049;0,34;0,58
-4,481;0,974;4,4e-5
-4,489;0,819;0,0103
-5,383;0,778;0,00154
-4,606;0,874;0,000166
-2,855;0,946;0,00781
-11,035;0,505;0,61
-7,073;0,783;0,0533
-13,55;0,173;0,981
-10,294;0,668;0,106
-3,836;0,915;9,51e-6
-8,343;0,59;0,472
-11,614;0,365;0,949
-9,897;0,787;0,0163
-11,272;0,268;0,926
-14,546;0,482;0,0658
-6,194;0,599;0,519
-7,598;0,573;0,0421
-9,514;0,832;0,000294
-6,091;0,679;0,075
-5,506;0,904;0,0304
-6,235;0,75;0,0217
-5,527;0,868;0,0986
-7,378;0,747;0,336
-5,988;0,824;0,448
-5,114;0,84;0,126
-12,155;0,785;0,0659
-4,701;0,932;0,12
-10,172;0,815;1,54e-5
-5,365;0,836;0,217
-6,128;0,554;0,67
-6,493;0,606;0,00962
-10,13;0,937;0,00209
-6,921;0,804;0,000482
-10,796;0,503;0,627
-3,16;0,822;0,0228
-7,152;0,8;0,000908
-5,155;0,913;0,469
-4,88;0,925;0,00877
-3,248;0,986;6,17e-5
-3,829;0,737;0,0743
-3,502;0,972;0,257
-6,289;0,735;0,0358
-5,76;0,818;0,569
-6,382;0,965;4,87e-5
-10,022;0,786;3,55e-5
-6,42;0,57;0,688
-10,874;0,528;0,5
-7,085;0,653;0,42
-6,973;0,9;0,000694
-7,725;0,885;0,00156
-3,615;0,991;1,4e-5
-6,812;0,922;0,000113
-7,634;0,944;0,00112
-15,988;0,174;0,826
-14,752;0,357;0,807
-10,403;0,276;0,901
-7,644;0,563;0,387
-13,831;0,59;0,823
-3,779;0,982;5,7e-5
-11,342;0,45;0,0619
-7,247;0,729;0,000413
-8,022;0,505;0,579
-4,567;0,95;0,000577
-10,814;0,757;0,00182
-3,695;0,897;0,000192
-12,176;0,428;0,225
-13,837;0,461;0,00969
-5,494;0,958;0,000181
-7,21;0,649;0,00498
-10,811;0,405;0,676
-5,729;0,92;8,39e-6
-8,743;0,54;0,0513
-7,079;0,672;0,269
-9,062;0,469;0,387
-6,972;0,857;0,00217
-3,981;0,849;0,00274
-5,849;0,71;0,145
-6,021;0,847;0,014
-3,665;0,985;0,000171
-8,662;0,902;0,000989
-7,834;0,718;0,128
-8,957;0,615;0,174
-10,974;0,324;0,88
-4,16;0,93;4,9e-5
-4,711;0,828;0,0149
-5,667;0,768;0,353
-7,953;0,727;0,9
-8,528;0,528;0,00119
-11,104;0,12;0,982
-7,515;0,91;0,00259
-2,502;0,954;0,000224
-7,103;0,496;0,242
-6,82;0,705;0,506
-6,511;0,867;0,346
-6,237;0,805;0,00255
-7,02;0,54;0,000261
-6,665;0,806;0,102
-5,373;0,355;0,373
-6,981;0,434;0,0222
-4,774;0,778;0,000201
-1,853;0,752;0,00207
-12,077;0,182;0,876
-9,137;0,399;0,32
-10,811;0,379;0,973
-5,573;0,865;0,00022
-7,17;0,721;0,00915
-12,653;0,35;0,953
-4,602;0,697;6,69e-5
-9,72;0,443;0,765
-5,917;0,54;0,135
-11,323;0,496;0,0763
